,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
4901,61,3136,224711,8025,13,16117,8981,12583,41762,16192,0,0,63,44689,1
4902,20,36705,460356,657,8,16117,4923,12583,41762,32650,0,0,30,951,0
4903,37,3136,184474,15784,9,6633,4923,5125,41762,16192,2977,0,55,44689,0
4904,39,36705,289890,8025,13,6633,5504,12583,41762,32650,0,0,60,44689,0
4905,27,36705,183148,15784,9,16117,4923,12583,4685,32650,0,0,40,44689,0
4906,32,3862,178109,1389,6,22379,6086,19716,41762,32650,0,0,55,44689,0
4907,54,36705,351760,10878,10,6633,5611,12583,41762,16192,0,0,35,44689,0
4908,39,36705,176967,8025,13,22379,8981,19716,41762,32650,0,0,40,44689,1
4909,17,36705,67444,1812,7,16117,4923,1506,4685,32650,0,0,20,44689,0
4910,23,36705,48343,15784,9,16117,5504,12583,4685,16192,0,0,27,44689,0
4911,19,36705,1047822,1812,7,16117,5504,5125,41762,16192,0,0,25,44689,0
4912,55,3136,200448,10878,10,6633,5611,12583,4685,32650,0,0,40,44689,0
4913,36,36705,34364,1601,12,1530,1446,12583,41762,16192,0,0,3,44689,0
4914,27,36705,95725,1812,7,22379,6112,19716,41762,32650,0,1740,40,44689,0
4915,23,36705,124802,10878,10,16117,3022,12583,4685,16192,0,0,40,44689,0
4916,38,3136,196673,8025,13,22379,8981,2331,41762,16192,0,0,55,44689,0
4917,22,36705,196943,15784,9,16117,6112,7581,41762,32650,0,0,40,44689,0
4918,31,36705,43819,8025,13,22379,6086,2331,41762,16192,0,0,40,44689,1
4919,53,36705,173020,8025,13,22379,6086,19716,41762,32650,0,0,60,44689,1
4920,67,3136,102690,8025,13,22379,6086,19716,41762,32650,0,0,20,44689,0
4921,42,36705,199018,15784,9,22379,5611,19716,41762,32650,0,0,55,44689,1
4922,29,36705,201954,2061,11,22379,3022,19716,41762,32650,0,0,40,44689,0
4923,31,36705,168854,10878,10,16117,5504,12583,41762,32650,0,1504,40,44689,0
4924,22,36705,53702,1389,6,22379,2072,19716,41762,32650,0,0,40,44689,0
4925,50,36705,154043,15784,9,1518,5611,1506,4685,16192,0,0,40,44689,0
4926,41,1695,64112,1601,12,22379,8981,19716,41762,32650,15024,0,50,44689,1
4927,68,36705,294420,8025,13,1518,8981,12583,41762,16192,0,0,2,44689,0
4928,42,1695,325159,8025,13,22379,6086,19716,41762,32650,0,0,50,44689,1
4929,20,36705,267706,10878,10,16117,5504,7581,41762,16192,0,0,20,44689,0
4930,18,36705,70240,15784,9,16117,5504,7581,1519,16192,0,0,40,44689,0
4931,31,36705,213307,955,4,16117,3022,1506,41762,16192,0,0,20,951,0
4932,56,36705,192845,10878,10,22379,6086,19716,41762,32650,0,1887,40,44689,1
4933,23,36705,273010,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,0
4934,45,36705,177775,2061,11,16117,8981,1506,41762,16192,0,0,32,44689,0
4935,22,36705,393122,10878,10,16117,8981,7581,41762,32650,0,0,30,44689,0
4936,23,36705,345577,8025,13,16117,5611,12583,41762,16192,0,0,46,44689,0
4937,54,3862,72257,15784,9,22379,5504,19716,41762,32650,0,0,50,44689,1
4938,34,36705,113129,1601,12,22379,5504,19716,41762,32650,0,0,38,44689,1
4939,36,36705,292380,10878,10,22379,6086,19716,4685,32650,0,0,10,44689,0
4940,29,36705,121040,2061,11,1530,5611,5125,4685,16192,0,0,40,44689,0
4941,67,36705,142097,756,5,22379,242,2331,41762,16192,0,0,6,44689,0
4942,48,1432,34998,8025,13,22379,5611,19716,41762,32650,0,0,48,44689,1
4943,53,1981,41021,2657,14,16117,8981,12583,41762,16192,0,0,46,44689,1
4944,42,36705,152889,955,4,22379,6112,19716,41762,32650,4386,0,50,44689,1
4945,56,36705,436651,15784,9,22379,1490,19716,41762,32650,0,0,20,44689,0
4946,20,36705,256504,10878,10,16117,8981,7581,41762,16192,0,0,30,44689,0
4947,40,36705,215479,15784,9,16117,4923,1506,4685,32650,0,0,40,44689,0
4948,55,1981,100285,8025,13,6633,5611,12583,41762,32650,10520,0,40,44689,1
4949,61,36705,373099,955,4,22379,6112,19716,41762,32650,0,0,40,44689,0
4950,35,3862,99357,8025,13,22379,8981,2331,41762,16192,0,0,40,44689,1
4951,42,36705,67243,15784,9,22379,6112,19716,41762,32650,0,0,50,67,0
4952,32,36705,231263,10878,10,22379,2355,19716,41762,32650,0,0,60,44689,1
4953,19,36705,243942,10878,10,16117,3022,12583,41762,32650,0,0,40,44689,0
4954,21,36705,194102,1601,12,16117,5611,7581,41762,32650,0,0,40,44689,0
4955,39,36705,141748,15784,9,22379,2355,19716,41762,32650,0,1887,40,44689,1
4956,22,36705,211013,15784,9,1530,5611,1506,41762,16192,0,0,40,44689,0
4957,23,36705,102652,15784,9,16117,5504,12583,41762,16192,0,0,35,44689,0
4958,49,36705,201127,1812,7,22379,2355,19716,41762,32650,0,1902,70,44689,0
4959,57,36705,172667,10878,10,22379,8981,19716,41762,32650,0,0,32,44689,0
4960,49,3136,175958,1812,7,22379,2072,19716,41762,32650,0,0,40,105,0
4961,34,36705,73928,1389,6,1530,4923,5125,1519,16192,0,0,4,44689,0
4962,46,36705,212944,1812,7,22379,6112,19716,41762,32650,0,0,32,44689,0
4963,26,36705,544319,10878,10,22379,4923,19716,41762,32650,0,0,40,44689,0
4964,38,36705,348960,15784,9,6633,6112,12583,41762,32650,0,0,41,44689,0
4965,59,36705,280519,1389,6,22379,2355,19716,4685,32650,0,0,40,44689,0
4966,24,36705,155172,1601,12,6633,3022,12583,41762,32650,0,0,40,44689,0
4967,26,36705,106856,2061,11,16117,5611,12583,41762,16192,0,0,40,44689,0
4968,41,36705,397346,10878,10,22379,5504,19716,41762,32650,0,0,50,44689,0
4969,27,36705,253814,15784,9,16117,5611,12583,41762,32650,0,0,38,44689,0
4970,23,36705,201490,15784,9,16117,2072,7581,41762,32650,0,0,35,44689,0
4971,19,36705,176806,756,5,22379,2355,19716,41762,32650,0,0,40,44689,0
4972,39,36705,107038,15784,9,16117,6112,7581,41762,32650,0,0,40,44689,0
4973,46,36705,122194,10878,10,22379,6112,2331,41762,16192,7298,0,40,44689,1
4974,28,3862,180928,15784,9,16117,6086,7581,41762,32650,0,0,40,44689,0
4975,62,36705,143746,15784,9,6633,4923,12583,41762,16192,0,0,40,44689,0
4976,28,36705,183523,1601,12,16117,5611,7581,41762,32650,0,0,35,44689,0
4977,35,1432,179262,15784,9,16117,5611,5125,41762,16192,0,0,40,44689,0
4978,38,36705,190759,15784,9,22379,6112,19716,41762,32650,0,0,42,44689,0
4979,53,1695,200400,594,16,6633,6086,12583,41762,32650,0,0,60,44689,1
4980,29,36705,166320,8025,13,22379,8981,19716,41762,32650,0,0,50,44689,1
4981,17,36705,205954,657,8,16117,4923,7581,41762,16192,0,0,8,44689,0
4982,45,3136,251786,15784,9,16117,5611,12583,41762,16192,0,0,37,44689,0
4983,20,36705,166371,15784,9,16117,6112,1506,41762,32650,0,0,40,44689,0
4984,27,36705,135046,10878,10,16117,8981,5125,41762,16192,0,0,40,44689,0
4985,59,3136,170423,15784,9,22379,4923,19716,41762,32650,0,0,40,44689,0
4986,37,36705,393673,2657,14,16117,8981,5125,41762,16192,0,0,40,44689,0
4987,27,36705,115438,10878,10,16117,2072,7581,41762,32650,0,0,40,44689,0
4988,29,36705,173944,8025,13,22379,5504,19716,41762,32650,0,0,40,44689,1
4989,26,36705,292803,10878,10,6633,8981,1506,41762,16192,0,0,35,44689,0
4990,63,36705,149756,1389,6,22379,6112,19716,41762,32650,0,1740,40,44689,0
4991,39,36705,192251,10878,10,6633,6112,7581,41762,16192,0,0,50,44689,1
4992,20,36705,163687,10878,10,16117,4923,7581,41762,32650,0,0,40,44689,0
4993,20,36705,200421,15784,9,16117,6112,12583,41762,32650,0,0,35,44689,0
4994,53,1695,368014,834,15,22379,8981,19716,41762,32650,0,1977,60,44689,1
4995,49,36705,141483,1389,6,22379,8981,2331,41762,16192,0,0,40,44689,0
4996,35,1432,191480,8025,13,628,6086,12583,4685,32650,0,0,40,44689,0
4997,40,36705,202466,15784,9,6633,6086,12583,41762,16192,0,0,60,44689,0
4998,50,36705,28765,2657,14,22379,8981,19716,41762,32650,0,0,40,44689,1
4999,35,36705,141584,2657,14,22379,5611,19716,41762,32650,0,0,45,44689,1
5000,38,1432,143123,2657,14,22379,6086,19716,41762,32650,0,0,40,44689,1
5001,47,36705,122194,15784,9,6633,5611,12583,41762,16192,0,0,40,44689,0
5002,32,1981,110171,10878,10,22379,8981,2331,41762,16192,0,1902,40,44689,1
5003,43,1695,342510,8025,13,22379,1490,2331,41762,16192,0,0,60,44689,1
5004,20,36705,42279,10878,10,16117,4923,7581,41762,16192,0,0,30,44689,0
5005,33,36705,201122,15784,9,1530,1446,12583,41762,32650,0,0,40,44689,0
5006,23,36705,254025,10878,10,16117,6086,7581,41762,32650,0,0,45,44689,0
5007,50,36705,410114,834,15,22379,6086,19716,41762,32650,15024,0,50,44689,1
5008,60,36705,320422,10878,10,6633,1446,12583,41762,16192,6849,0,50,44689,0
5009,56,36705,67153,594,16,22379,6086,19716,41762,32650,0,0,60,44689,1
5010,37,36705,224406,10878,10,22379,6112,19716,41762,32650,0,0,40,44689,0
5011,57,36705,211678,1389,6,6633,5611,12583,41762,32650,0,0,64,44689,0
5012,22,36705,257017,2061,11,16117,4923,1506,4685,32650,0,0,52,44689,0
5013,48,1695,106232,834,15,22379,8981,19716,41762,32650,99999,0,48,44689,1
5014,27,1981,41115,10878,10,22379,6112,19716,4685,32650,0,0,40,44689,0
5015,18,3862,161245,657,8,16117,1490,7581,41762,32650,0,0,50,44689,0
5016,41,3862,37618,1601,12,22379,6112,19716,41762,32650,0,0,60,44689,1
5017,33,36705,321787,8025,13,16117,5504,7581,41762,32650,0,0,40,44689,0
5018,51,36705,123011,15784,9,628,3022,12583,41762,32650,0,0,50,44689,0
5019,33,3136,66278,2657,14,16117,8981,12583,41762,16192,0,0,45,44689,0
5020,25,36705,181054,8025,13,16117,5611,12583,41762,16192,0,0,32,44689,0
5021,55,3862,129786,15784,9,22379,6112,19716,41762,32650,0,0,55,44689,0
5022,29,36705,245402,1812,7,6633,4923,12583,41762,16192,0,0,70,44689,0
5023,24,36705,192711,8025,13,16117,8981,12583,41762,32650,0,0,41,44689,0
5024,41,36705,240124,8025,13,22379,6086,19716,41762,32650,0,0,50,44689,1
5025,29,3136,370675,2657,14,16117,8981,12583,41762,16192,0,0,50,44689,0
5026,39,3862,34066,10878,10,22379,6112,19716,470,32650,0,0,50,44689,1
5027,35,36705,53553,10878,10,22379,5504,19716,41762,32650,7298,0,48,44689,1
5028,20,36705,319758,10878,10,16117,2072,12583,41762,16192,0,0,40,44689,0
5029,41,36705,43556,2061,11,6633,1446,12583,41762,16192,0,0,40,44689,0
5030,26,1695,97952,8025,13,16117,6086,7581,41762,32650,0,0,80,44689,0
5031,44,36705,244522,15784,9,6633,6112,12583,41762,32650,0,0,45,44689,0
5032,32,36705,188108,15784,9,22379,6112,19716,41762,32650,0,0,55,44689,0
5033,35,36705,187022,15784,9,6633,8981,12583,41762,32650,0,0,40,44689,0
5034,59,1981,173422,955,4,22379,6112,19716,41762,32650,5013,0,38,44689,0
5035,61,1981,103575,10878,10,6633,6112,12583,41762,32650,0,0,40,206,0
5036,20,36705,116830,15784,9,16117,3022,7581,41762,32650,0,0,43,44689,0
5037,58,36705,219504,657,8,6633,2355,5125,4685,32650,0,0,45,44689,1
5038,48,3862,102102,1812,7,22379,6112,19716,41762,32650,0,0,55,44689,0
5039,26,36705,129661,8025,13,16117,5611,12583,1519,16192,0,0,40,44689,0
5040,28,1981,189346,10878,10,22379,4923,19716,41762,32650,0,0,40,44689,0
5041,48,36705,113211,8025,13,22379,6112,19716,41762,32650,99999,0,40,44689,1
5042,45,36705,256866,15784,9,22379,8981,19716,41762,32650,0,0,45,44689,1
5043,18,36705,186408,15784,9,16117,2072,7581,41762,32650,1055,0,40,44689,0
5044,23,36705,50411,15784,9,16117,6112,7581,41762,32650,0,0,40,44689,0
5045,31,36705,118941,10878,10,16117,6086,12583,41762,16192,0,0,40,44689,1
5046,19,36705,171868,15784,9,16117,8981,7581,4685,32650,0,0,20,44689,0
5047,35,36705,99065,1601,12,6633,5611,5125,41762,16192,0,0,32,44689,0
5048,22,3862,238917,15784,9,16117,2072,12583,41762,32650,0,0,40,44689,0
5049,32,3862,220740,15784,9,16117,6112,7581,41762,32650,0,0,60,44689,0
5050,69,36705,192660,15784,9,1518,5611,5125,41762,16192,0,0,20,44689,0
5051,39,36705,56962,10878,10,22379,6086,2331,41762,16192,0,0,43,44689,1
5052,21,36705,156780,10878,10,16117,8981,12583,1519,16192,0,0,15,44689,0
5053,22,36705,122048,8025,13,16117,5611,7581,41762,16192,4416,0,40,44689,0
5054,52,36705,172511,2657,14,22379,6086,19716,41762,32650,0,0,36,44689,0
5055,44,36705,186790,2657,14,22379,6086,19716,41762,32650,0,0,48,44689,0
5056,22,36705,196280,1601,12,16117,4923,7581,41762,16192,0,0,40,44689,0
5057,49,36705,61885,1601,12,22379,5504,19716,41762,32650,0,0,45,44689,1
5058,51,36705,143822,15784,9,22379,5504,19716,41762,32650,0,0,50,44689,1
5059,27,36705,315640,2657,14,16117,8981,12583,1519,32650,0,0,20,122,0
5060,34,36705,617917,8025,13,22379,5504,19716,41762,32650,0,1887,40,44689,1
5061,20,36705,35448,10878,10,16117,5611,7581,41762,16192,0,0,12,44689,0
5062,22,36705,124483,8025,13,16117,1446,12583,1519,32650,0,2339,40,151,0
5063,68,36705,230904,1812,7,1518,3022,12583,4685,16192,0,1870,35,44689,0
5064,31,36705,164461,15784,9,22379,2355,19716,41762,32650,0,0,73,44689,0
5065,22,36705,450695,15784,9,16117,4923,12583,41762,32650,0,0,30,44689,0
5066,62,36705,352156,15784,9,22379,8981,19716,41762,32650,0,0,40,44689,0
5067,28,36705,166634,15784,9,16117,5611,7581,470,16192,0,0,40,44689,0
5068,46,36705,151107,10878,10,22379,5504,19716,4685,32650,0,1977,60,44689,1
5069,49,36705,219751,15784,9,22379,6086,19716,41762,32650,0,0,40,44689,0
5070,40,36705,85604,2657,14,22379,8981,19716,41762,32650,0,0,55,44689,0
5071,54,3136,231482,15784,9,22379,6112,19716,41762,32650,0,0,40,67,0
5072,24,36705,138152,756,5,16117,6112,1506,406,32650,0,0,58,88,0
5073,27,36705,309196,1601,12,16117,6086,12583,41762,16192,0,0,40,44689,0
5074,33,36705,91666,15784,9,22379,3022,19716,41762,32650,0,0,40,44689,0
5075,19,36705,89734,10878,10,16117,4923,1506,470,32650,0,0,42,44689,0
5076,27,36705,79661,15784,9,22379,5504,19716,41762,32650,4386,0,40,44689,1
5077,39,36705,197150,15784,9,6633,6112,5125,41762,32650,0,0,50,155,0
5078,29,36705,41281,8025,13,628,8981,12583,41762,32650,0,0,50,44689,0
5079,29,36705,53448,657,8,22379,4923,19716,1519,32650,0,0,50,122,0
5080,44,3862,255543,509,3,22379,1490,19716,41762,32650,0,0,84,44689,1
5081,51,1981,367209,594,16,628,8981,12583,41762,32650,0,0,70,44689,1
5082,37,36705,226500,8025,13,22379,5504,19716,41762,32650,0,0,55,44689,1
5083,56,36705,292710,15784,9,22379,5504,19716,41762,32650,0,0,40,44689,1
5084,19,36705,235732,1812,7,16117,5611,5125,41762,16192,0,0,15,44689,0
5085,37,36705,301614,8025,13,16117,3022,1506,41762,32650,0,0,40,44689,0
5086,18,36705,261714,10878,10,16117,5504,7581,41762,16192,0,0,15,44689,0
5087,35,36705,35751,247,2,22379,8981,19716,41762,32650,0,0,15,44689,0
5088,28,36705,266316,955,4,22379,6112,19716,41762,32650,3464,0,35,44689,0
5089,40,1695,189941,8025,13,22379,8981,19716,41762,32650,3103,0,60,44689,1
5090,50,3862,143535,2657,14,22379,8981,19716,41762,32650,0,0,40,44689,0
5091,31,36705,234537,15784,9,16117,2072,12583,41762,32650,0,0,60,44689,0
5092,57,3862,181435,1812,7,6633,4923,5125,41762,32650,4650,0,50,44689,0
5093,40,36705,94210,8025,13,22379,5504,19716,41762,32650,0,0,50,44689,1
5094,44,36705,344060,8025,13,16117,8981,12583,41762,32650,27828,0,40,44689,1
5095,40,36705,301359,10878,10,22379,8981,19716,41762,32650,0,0,60,44689,0
5096,42,1981,184527,10878,10,16117,6086,5125,41762,16192,0,0,45,44689,0
5097,41,1432,333070,10878,10,22379,6112,19716,4685,32650,0,0,35,44689,0
5098,23,36705,149574,10878,10,628,4923,12583,41762,32650,0,0,45,44689,0
5099,41,3862,34037,15784,9,22379,1490,19716,41762,32650,0,0,99,44689,0
5100,41,3862,123502,10878,10,16117,5504,7581,41762,32650,0,0,40,44689,0
5101,29,3862,267661,2061,11,16117,1490,12583,41762,32650,0,0,75,44689,0
5102,33,36705,109920,8025,13,16117,5611,12583,4685,16192,0,0,40,44689,0
5103,43,36705,134120,15784,9,6633,5504,1506,41762,16192,0,0,46,44689,0
5104,18,36705,192254,10878,10,16117,5504,7581,41762,16192,0,0,10,44689,0
5105,67,3862,94809,10878,10,1518,4923,12583,41762,16192,2346,0,33,44689,0
5106,21,36705,183789,15784,9,16117,4923,7581,41762,32650,0,0,40,44689,0
5107,36,36705,86643,657,8,22379,3022,19716,41762,32650,0,0,48,44689,0
5108,22,36705,190290,10878,10,16117,8981,7581,41762,32650,0,0,65,44689,0
5109,64,36705,228140,8025,13,22379,8981,19716,41762,32650,0,0,40,44689,1
5110,24,36705,198349,1812,7,16117,5504,7581,41762,16192,0,0,30,44689,0
5111,44,3136,113597,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,0
5112,22,1432,280567,10878,10,16117,2355,7581,41762,32650,0,0,4,44689,0
5113,60,36705,298967,955,4,22379,2355,19716,41762,32650,0,0,15,44689,0
5114,31,3862,134615,10878,10,22379,8981,19716,41762,32650,0,0,50,44689,1
5115,74,36705,89852,657,8,22379,2072,19716,41762,32650,0,0,11,44689,0
5116,30,36705,289442,8025,13,16117,6086,12583,41762,32650,0,0,40,44689,0
5117,29,36705,159109,1812,7,16117,2355,5125,41762,32650,0,0,40,44689,0
5118,47,36705,105495,10878,10,22379,6086,2331,41762,16192,0,0,50,44689,1
5119,71,36705,155093,2061,11,1518,5611,12583,41762,16192,0,0,20,44689,0
5120,33,36705,312923,1389,6,22379,4923,19716,41762,32650,0,0,80,951,0
5121,56,36705,202435,15784,9,1518,3022,5125,41762,16192,0,0,30,44689,0
5122,24,3862,49154,1812,7,16117,4923,5125,470,16192,0,0,40,44689,0
5123,37,36705,184456,8025,13,22379,5504,19716,41762,32650,0,0,40,44689,1
5124,52,36705,95329,8025,13,22379,3022,19716,41762,32650,0,0,40,151,0
5125,42,36705,173938,8025,13,22379,4923,19716,41762,32650,0,0,40,44689,0
5126,56,36705,373216,15784,9,22379,5611,19716,41762,32650,0,0,48,44689,0
5127,52,36705,204226,8025,13,6633,6112,12583,41762,32650,0,0,40,44689,0
5128,56,1981,222745,594,16,22379,2355,19716,41762,32650,0,0,56,44689,0
5129,54,36705,106728,8025,13,22379,1446,19716,41762,32650,0,0,40,44689,0
5130,43,3862,61287,8025,13,22379,6086,19716,41762,32650,0,0,60,44689,0
5131,68,36705,146011,15784,9,1518,6112,12583,41762,16192,3273,0,42,44689,0
5132,38,36705,166744,8025,13,22379,5611,2331,41762,16192,0,0,40,44689,0
5133,44,3136,54651,2657,14,22379,8981,19716,41762,32650,0,0,40,44689,1
5134,32,36705,42894,1812,7,22379,8981,2331,41762,16192,0,0,15,44689,0
5135,23,36705,131230,8025,13,16117,983,7581,41762,32650,0,0,50,44689,0
5136,69,36705,271312,15784,9,1518,5611,12583,41762,16192,0,0,40,44689,0
5137,52,36705,163776,15784,9,22379,5504,19716,41762,32650,0,1902,60,44689,1
5138,24,36705,230126,1601,12,22379,4923,19716,41762,32650,0,0,40,44689,0
5139,45,36705,37718,8025,13,22379,8981,19716,41762,32650,0,0,40,44689,1
5140,43,36705,245975,756,5,22379,5611,19716,41762,32650,0,0,84,44689,0
5141,59,1981,115439,8025,13,22379,6086,19716,41762,32650,0,1977,40,44689,1
5142,35,36705,97554,1601,12,22379,6086,19716,41762,32650,0,0,50,44689,1
5143,43,36705,109762,8025,13,22379,8981,19716,41762,32650,0,0,20,44689,1
5144,47,36705,138342,1812,7,22379,1490,19716,41762,32650,0,0,40,44689,0
5145,29,36705,429696,10878,10,22379,8981,7581,4685,16192,0,0,14,44689,0
5146,77,36705,309955,1601,12,22379,8981,19716,41762,32650,0,1411,2,44689,0
5147,48,36705,275154,15784,9,22379,2072,19716,4685,32650,0,0,40,44689,0
5148,40,36705,52849,8025,13,22379,6086,19716,41762,32650,0,0,50,44689,1
5149,23,1981,191165,10878,10,16117,983,12583,41762,32650,0,0,15,44689,0
5150,51,36705,277471,15784,9,22379,6112,19716,41762,32650,0,0,40,44689,1
5151,43,36705,171754,1601,12,22379,6086,2331,4685,16192,0,0,40,44689,0
5152,44,36705,117936,15784,9,22379,6112,19716,4685,32650,0,0,40,44689,0
5153,24,36705,249956,8025,13,16117,5611,12583,41762,16192,0,0,40,44689,0
5154,39,1695,170502,2657,14,6633,6086,12583,4685,32650,0,0,70,44689,1
5155,19,36705,202951,10878,10,16117,2072,7581,41762,32650,0,0,20,44689,0
5156,21,36705,396722,10878,10,16117,4923,7581,41762,16192,0,0,25,44689,0
5157,49,36705,93557,15784,9,22379,6086,19716,41762,32650,0,0,48,44689,1
5158,22,36705,103805,10878,10,16117,4923,7581,41762,32650,0,0,36,44689,0
5159,59,36705,92141,15784,9,1518,3022,12583,4685,16192,0,0,40,44689,0
5160,51,36705,171924,15784,9,22379,6112,19716,41762,32650,7688,0,50,44689,1
5161,38,3136,173804,8025,13,6633,8981,7581,41762,16192,0,0,38,44689,0
5162,45,36705,139571,15784,9,22379,6112,19716,41762,32650,0,0,50,44689,1
5163,56,1695,142076,10878,10,22379,1490,19716,41762,32650,0,0,60,44689,0
5164,67,36705,126514,10878,10,1518,8981,12583,41762,16192,0,0,4,44689,0
5165,27,3136,68729,15784,9,22379,983,19716,1519,32650,0,0,40,44689,1
5166,21,36705,37783,10878,10,16117,6086,12583,41762,16192,0,0,38,44689,0
5167,55,3862,183580,2657,14,6633,6086,12583,41762,32650,0,0,45,44689,0
5168,31,36705,106637,10878,10,6633,5611,5125,41762,16192,0,0,20,44689,0
5169,57,3862,411604,756,5,22379,1490,19716,41762,32650,0,0,45,951,0
5170,33,36705,214635,15784,9,16117,6112,12583,4685,32650,0,0,40,44689,0
5171,26,36705,201663,2657,14,16117,8981,12583,4685,32650,0,0,40,44689,0
5172,51,36705,153064,15784,9,22379,2355,19716,41762,32650,5013,0,40,44689,0
5173,35,36705,212465,15784,9,16117,4923,12583,41762,32650,0,0,40,44689,0
5174,19,36705,93604,15784,9,16117,8981,7581,41762,32650,0,0,20,44689,0
5175,46,36705,141221,8025,13,22379,5611,19716,1519,32650,0,0,40,295,1
5176,38,3136,289653,8025,13,22379,983,19716,41762,32650,0,1628,48,44689,0
5177,24,36705,219835,955,4,16117,2072,12583,41762,32650,0,0,24,88,0
5178,38,1981,187119,2657,14,6633,6086,12583,41762,16192,0,0,50,44689,1
5179,49,36705,406518,15784,9,6633,242,5125,41762,16192,0,0,16,23,0
5180,34,3862,372793,8025,13,6633,6086,12583,4685,32650,0,0,21,44689,0
5181,55,36705,229029,8025,13,22379,8981,19716,41762,32650,5178,0,20,44689,1
5182,51,36705,145105,10878,10,16117,2355,12583,41762,32650,0,0,30,44689,0
5183,72,36705,171181,15784,9,1518,5611,5125,41762,16192,2329,0,20,44689,0
5184,60,36705,80927,955,4,22379,2355,19716,41762,32650,0,0,50,44689,1
5185,45,36705,191357,2061,11,22379,6112,19716,41762,32650,0,0,40,44689,0
5186,21,36705,153542,1389,6,22379,1490,19716,41762,32650,0,0,30,44689,0
5187,49,36705,27802,10878,10,22379,6112,19716,41762,32650,0,1887,40,44689,1
5188,46,36705,275792,8025,13,16117,6086,5125,4685,16192,0,0,40,44689,0
5189,62,1432,162876,10878,10,22379,5611,19716,41762,32650,0,0,40,44689,0
5190,51,36705,197600,8025,13,22379,6086,19716,41762,32650,0,0,50,44689,1
5191,50,36705,134247,10878,10,22379,6112,19716,41762,32650,0,0,50,44689,1
5192,18,36705,179597,15784,9,16117,4923,12583,41762,32650,0,0,20,44689,0
5193,71,36705,148003,8025,13,6633,5504,12583,41762,16192,0,1911,38,44689,1
5194,30,36705,185177,15784,9,16117,2072,12583,41762,32650,0,0,22,44689,0
5195,51,36705,133069,1389,6,1518,5504,5125,41762,16192,0,0,40,44689,0
5196,36,36705,177154,2061,11,16117,1446,12583,41762,32650,0,0,40,44689,1
5197,41,1981,29324,15784,9,6633,5611,5125,41762,16192,0,0,45,44689,0
5198,38,1981,54911,10878,10,6633,1446,5125,41762,16192,0,0,10,44689,0
5199,49,36705,219611,8025,13,22379,6086,19716,41762,32650,0,0,75,44689,1
5200,42,1981,200294,8025,13,6633,8981,5125,41762,16192,0,0,40,44689,0
5201,53,36705,177063,10878,10,22379,5504,19716,41762,32650,0,0,45,44689,1
5202,21,36705,140001,10878,10,16117,5611,7581,41762,32650,0,0,10,44689,0
5203,19,36705,237433,15784,9,16117,8981,12583,41762,16192,4416,0,40,44689,0
5204,43,1981,99185,8025,13,6633,8981,12583,41762,16192,0,0,40,44689,0
5205,47,3862,52291,2657,14,22379,5504,19716,41762,32650,7688,0,45,44689,1
5206,30,36705,247328,15784,9,1530,983,12583,41762,32650,0,0,40,44689,1
5207,63,3862,388594,834,15,22379,8981,19716,41762,32650,15024,0,50,44689,1
5208,53,3136,130730,15784,9,6633,5611,1506,41762,16192,0,0,35,44689,0
5209,23,36705,115458,10878,10,22379,5504,19716,41762,32650,0,0,40,44689,0
5210,28,36705,113866,15784,9,6633,5611,5125,41762,16192,0,0,40,44689,0
5211,61,36705,284710,834,15,22379,8981,19716,41762,32650,0,1902,45,85,1
5212,60,3136,168381,2061,11,1518,5611,12583,470,16192,0,0,40,44689,0
5213,32,36705,167063,8025,13,22379,1446,19716,41762,32650,0,0,40,44689,0
5214,47,36705,33794,15784,9,22379,6112,19716,41762,32650,0,0,56,44689,1
5215,36,36705,263574,2061,11,22379,5611,2331,41762,16192,0,0,40,44689,0
5216,24,36705,95552,15784,9,16117,2072,12583,41762,32650,0,0,40,44689,0
5217,46,36705,245724,8025,13,22379,6086,19716,41762,32650,3818,0,44,44689,0
5218,59,36705,152731,1389,6,22379,2355,19716,41762,32650,0,0,40,44689,0
5219,30,36705,366876,1812,7,22379,2355,19716,41762,32650,0,0,40,44689,0
5220,30,36705,203488,8025,13,16117,8981,12583,41762,32650,0,0,60,44689,0
5221,38,36705,30529,15784,9,22379,2072,19716,41762,32650,3411,0,40,44689,0
5222,57,36705,201159,15784,9,1518,5504,12583,41762,16192,0,0,30,44689,0
5223,64,1695,182158,834,15,22379,8981,19716,41762,32650,99999,0,60,44689,1
5224,48,36705,443377,2657,14,16117,8981,12583,41762,32650,0,0,60,44689,0
5225,28,36705,101618,8025,13,22379,6086,19716,41762,32650,0,0,42,44689,1
5226,46,1695,132576,15784,9,22379,5504,19716,41762,32650,0,1887,45,44689,1
5227,51,36705,123429,15784,9,22379,8981,19716,41762,32650,0,0,40,44689,0
5228,55,1695,147098,15784,9,6633,6086,5125,41762,32650,0,2444,60,44689,1
5229,44,36705,30424,1601,12,6633,6086,12583,41762,16192,0,1980,40,44689,0
5230,50,36705,68898,2061,11,22379,983,19716,41762,32650,0,0,40,44689,0
5231,58,36705,158864,15784,9,1518,6086,12583,41762,32650,0,0,55,44689,1
5232,27,1432,180103,2061,11,16117,1446,5125,4685,32650,1151,0,40,44689,0
