,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,age,fnlwgt,educational-num,capital-gain,capital-loss,hours-per-week,income
14859,1,1,1,0,0,1,3,1,46,59174,9,0,0,33,0
14860,1,1,1,0,1,2,2,0,49,123713,13,0,0,45,0
14861,2,1,1,1,0,1,2,0,67,222362,9,0,0,2,1
14862,1,3,0,0,0,1,3,0,51,108435,8,0,0,40,0
14863,0,3,1,0,0,2,2,0,21,39182,12,0,0,40,0
14864,0,3,1,0,0,1,2,1,33,203051,9,0,0,46,0
14865,3,0,0,1,1,1,2,0,45,363418,13,0,0,40,1
14866,1,2,0,0,1,1,2,1,27,113054,13,0,0,32,0
14867,0,3,0,0,0,3,2,0,27,163320,12,0,0,40,0
14868,1,2,2,0,0,1,2,0,34,118710,9,0,0,40,0
14869,1,1,1,1,0,1,2,1,56,170066,9,0,0,40,0
14870,0,1,0,1,0,1,2,3,24,135267,10,0,0,40,0
14871,1,2,0,0,0,0,2,3,24,361278,10,0,0,40,0
14872,1,0,1,1,1,2,2,0,59,165867,13,0,0,25,0
14873,1,1,0,0,1,2,2,1,33,300497,10,0,0,40,0
14874,2,0,1,1,0,1,3,0,49,255928,9,0,0,40,0
14875,1,1,2,0,0,2,2,0,41,27305,9,0,0,40,0
14876,2,2,1,0,0,1,2,0,34,29933,9,0,0,40,0
14877,2,2,0,0,0,1,2,1,43,265434,7,0,0,40,0
14878,1,3,0,0,0,0,2,2,18,145643,7,0,0,9,0
14879,1,3,1,0,0,0,2,1,31,162041,9,0,0,15,0
14880,1,1,1,1,1,1,2,0,30,119562,9,3942,0,40,0
14881,1,1,1,2,0,1,2,0,29,115549,9,2635,0,40,0
14882,1,1,1,2,0,1,2,0,50,39590,9,0,0,48,1
14883,1,1,0,1,0,1,3,1,24,97676,10,0,0,40,0
14884,1,1,0,1,0,2,2,1,53,34973,7,0,0,40,0
14885,1,1,2,1,0,1,2,0,52,312446,9,0,0,40,0
14886,2,0,1,1,1,1,2,0,42,88909,13,0,0,40,1
14887,2,1,0,1,1,1,2,0,36,117381,13,0,0,55,1
14888,2,0,2,0,0,2,2,0,34,513977,9,0,0,50,0
14889,2,1,1,1,0,1,2,0,38,39089,9,6849,0,50,0
14890,1,3,0,0,1,3,0,0,32,341672,13,2174,0,45,0
14891,1,1,2,1,0,1,2,0,31,400535,9,0,0,72,0
14892,1,0,1,2,0,2,2,0,34,338042,9,0,0,60,0
14893,1,1,1,0,1,1,2,1,49,216734,13,0,0,40,0
14894,1,0,2,0,0,3,2,0,54,224207,9,6849,0,50,0
14895,1,1,1,1,1,1,2,0,58,107897,13,7688,0,40,1
14896,1,1,1,1,1,1,2,0,28,205903,9,0,0,40,0
14897,1,1,2,1,0,1,2,0,36,191754,9,0,0,50,0
14898,0,1,0,1,0,3,2,1,26,216225,12,0,0,50,1
14899,1,1,2,1,0,1,2,0,33,125762,9,0,0,40,0
14900,1,2,1,1,0,1,1,1,51,201062,9,0,0,40,0
14901,1,1,1,1,0,2,2,0,53,25820,11,0,0,48,0
14902,0,3,0,1,0,2,2,0,33,553405,11,0,0,40,0
14903,3,0,0,1,1,1,2,0,45,78022,13,0,0,40,1
14904,1,3,1,0,1,0,1,1,27,207631,3,0,0,52,0
14905,1,1,1,0,0,3,2,0,35,203988,9,0,0,60,0
14906,0,1,2,0,0,1,3,1,47,122194,9,0,0,40,0
14907,1,3,0,1,0,1,2,0,17,318918,6,0,0,30,0
14908,1,0,1,1,0,2,3,0,55,264453,11,0,0,30,0
14909,1,0,2,1,0,2,2,0,28,183523,9,0,0,35,0
14910,2,0,0,0,0,2,2,2,46,98881,14,0,0,45,0
14911,0,3,0,1,0,1,2,1,18,184101,7,0,0,6,0
14912,0,1,1,0,0,1,3,2,43,135056,9,0,0,35,0
14913,1,0,1,2,0,2,2,0,60,71457,9,4508,0,8,0
14914,2,0,0,2,0,2,2,0,55,96459,6,0,1887,70,1
14915,2,1,1,0,0,1,2,1,52,134184,9,2597,0,36,0
14916,1,1,1,1,1,1,2,0,40,153132,13,0,0,31,0
14917,1,1,1,1,1,1,2,0,52,173991,9,0,0,38,0
14918,1,2,1,0,0,0,3,1,27,96219,9,0,0,40,0
14919,2,3,1,0,0,0,0,2,44,152744,14,0,0,40,0
14920,1,1,2,1,0,1,2,0,56,182142,9,0,0,40,0
14921,1,2,0,0,1,1,2,1,35,48915,13,0,0,40,0
14922,0,1,1,0,0,1,3,2,35,24126,10,0,0,40,0
14923,2,1,1,1,0,2,1,0,47,263984,9,0,0,40,0
14924,1,1,0,1,0,1,3,1,42,118261,11,0,0,50,0
14925,2,1,0,1,0,2,2,0,63,106141,4,0,0,45,0
14926,2,0,1,2,0,1,1,1,48,355320,11,0,0,15,1
14927,3,3,0,0,0,0,1,1,19,497414,4,0,0,35,0
14928,1,1,0,0,1,1,3,1,41,118915,13,0,0,40,0
14929,1,3,0,0,0,0,2,2,17,75885,7,0,0,10,0
14930,1,1,0,0,0,2,2,2,26,93806,10,0,0,25,0
14931,1,2,0,0,1,2,2,0,33,255058,13,0,2339,40,0
14932,1,1,1,0,1,2,2,0,41,120277,9,0,0,40,0
14933,0,3,0,0,0,1,2,2,20,120046,10,0,0,25,0
14934,1,1,1,1,0,1,2,1,26,209384,10,0,0,40,0
14935,2,1,0,1,0,1,2,1,35,742903,14,0,0,40,0
14936,2,0,1,1,0,2,2,0,47,147869,9,0,0,50,0
14937,3,2,0,0,0,0,2,1,21,208117,6,0,0,30,0
14938,1,1,1,0,0,1,2,2,64,268965,9,0,0,22,0
14939,1,1,2,1,0,1,2,0,32,41210,9,0,0,40,0
14940,1,1,0,2,0,1,2,1,47,128378,11,0,0,40,0
14941,2,2,1,0,0,1,2,0,22,131291,9,0,0,20,0
14942,1,2,1,0,1,1,2,0,35,187046,13,0,0,45,0
14943,2,1,0,1,0,1,3,0,53,221672,8,0,0,40,0
14944,1,0,1,2,0,2,2,0,29,70100,9,0,0,80,0
14945,1,1,1,1,0,1,3,0,23,199586,9,0,0,40,0
14946,1,1,0,1,0,2,2,1,45,243743,10,0,0,50,1
14947,1,2,0,0,0,1,2,2,20,375931,10,0,0,15,0
14948,2,3,0,2,0,1,0,0,42,139012,11,0,0,40,1
14949,1,1,1,2,0,1,2,0,45,167617,11,0,0,40,0
14950,2,1,1,1,0,1,2,0,77,88269,3,0,0,20,0
14951,2,2,0,0,1,0,2,1,32,70377,15,0,0,40,0
14952,2,2,0,0,0,0,2,2,21,431745,10,0,0,10,0
14953,2,1,0,1,1,1,2,0,32,72967,15,0,0,25,1
14954,1,1,1,1,0,2,2,0,41,174373,9,0,0,30,1
14955,1,1,1,0,0,0,4,1,42,145178,9,0,0,40,0
14956,1,2,1,1,0,0,2,1,23,138938,9,0,0,3,0
14957,1,2,0,0,1,1,2,1,26,113948,13,0,0,48,0
14958,1,1,1,1,0,2,2,0,66,135446,9,0,0,40,0
14959,2,2,1,0,0,1,2,0,41,43711,9,0,0,30,0
14960,0,2,0,0,1,0,3,2,40,137304,13,0,0,65,0
14961,1,3,0,0,0,1,2,1,21,180690,10,0,0,40,0
14962,0,1,1,0,1,0,4,1,40,135384,9,0,0,40,0
14963,0,1,1,0,1,1,3,1,48,178137,9,0,0,44,0
14964,2,0,0,1,1,2,2,0,62,113440,13,15024,0,40,1
14965,1,1,1,1,0,1,2,1,45,110243,14,0,0,50,1
14966,2,0,0,2,0,1,2,1,42,165981,10,0,0,60,0
14967,0,3,0,0,0,1,2,2,20,246635,10,2597,0,20,0
14968,1,1,2,1,0,1,2,0,30,553405,9,0,0,40,1
14969,0,1,1,0,0,2,3,1,59,137506,5,0,0,40,0
14970,1,2,0,1,0,1,2,1,22,313730,12,0,0,40,0
14971,2,1,0,0,0,1,2,2,23,102684,10,0,0,60,0
14972,1,1,1,0,0,1,2,2,55,265579,10,2354,0,40,0
14973,2,1,2,1,0,1,1,0,58,101338,9,0,0,40,1
14974,2,1,0,1,1,1,2,0,67,188903,13,0,0,40,1
14975,1,1,1,1,0,1,2,1,51,231919,7,0,0,45,0
14976,1,1,0,1,0,1,2,2,38,139770,14,0,0,48,1
14977,1,1,0,0,0,2,3,1,37,253006,10,0,0,45,0
14978,1,2,0,1,0,2,2,0,34,258425,11,2597,0,45,0
14979,1,1,0,1,0,1,3,1,49,168837,11,0,0,20,0
14980,0,1,0,0,0,3,3,1,46,177536,10,0,0,60,0
14981,1,2,0,0,0,0,3,2,29,168524,10,0,0,40,0
14982,1,2,1,0,0,0,2,2,19,108551,9,0,0,20,0
14983,2,0,0,1,1,2,2,0,38,180477,15,0,0,37,1
14984,1,0,1,1,0,2,2,1,58,162970,10,0,0,40,0
14985,1,1,1,1,1,1,2,0,43,104196,9,0,0,43,0
14986,1,1,1,1,1,1,2,0,34,329288,9,4386,0,55,1
14987,0,0,1,1,0,3,2,1,59,39398,9,0,0,42,0
14988,1,4,1,0,0,0,0,2,33,70240,10,0,0,40,0
14989,0,3,0,0,0,0,2,3,17,153021,10,0,0,6,0
14990,1,2,0,0,1,0,3,1,29,152461,13,0,0,40,0
14991,1,2,0,0,1,1,2,1,33,171892,12,0,0,42,0
14992,0,1,0,0,0,1,4,2,45,128141,7,0,0,40,0
14993,1,1,0,0,0,1,2,3,68,182574,10,991,0,29,0
14994,2,2,0,0,1,0,2,1,33,189145,13,0,0,20,0
14995,3,0,0,1,1,1,2,0,49,218835,15,0,0,60,1
14996,0,1,0,1,0,1,2,3,46,132994,10,7688,0,40,1
14997,1,1,0,1,1,2,2,0,54,83103,13,0,0,67,0
14998,0,3,1,0,1,1,2,0,31,198103,9,0,0,40,0
14999,2,2,0,0,1,1,2,0,25,177812,13,0,0,40,0
15000,2,1,0,0,1,0,3,1,39,144154,13,0,0,80,0
15001,2,1,0,1,1,1,2,0,56,169086,16,0,0,55,1
15002,2,1,0,1,0,2,1,1,36,140854,4,0,0,45,0
15003,1,2,0,0,0,1,2,2,20,218875,10,0,0,20,0
15004,1,0,1,1,1,2,2,0,35,187589,13,0,0,7,0
15005,1,1,0,1,1,1,3,0,36,112271,13,0,1902,40,1
15006,0,4,0,0,0,0,1,3,27,199118,10,0,0,40,0
15007,0,1,2,1,0,1,2,1,46,178642,9,0,0,40,1
15008,1,1,1,1,0,1,3,0,34,113708,8,0,0,59,1
15009,3,0,0,1,1,1,2,0,29,185670,13,0,0,40,0
15010,1,2,0,1,1,1,1,1,36,303187,10,0,0,44,1
15011,1,1,1,2,0,1,2,0,49,209739,11,7688,0,60,1
15012,2,0,1,1,0,2,2,0,52,155278,6,0,0,40,0
15013,1,1,0,3,0,1,2,0,30,119422,11,0,0,40,0
15014,1,1,1,1,0,1,2,1,46,326292,14,0,0,40,1
15015,1,1,2,1,0,1,2,0,35,212512,9,0,0,50,1
15016,1,1,1,0,0,0,4,1,37,33440,9,0,0,40,0
15017,3,0,0,1,1,1,2,0,38,185180,15,7688,0,40,1
15018,1,0,1,2,0,2,2,0,46,504941,11,0,0,40,1
15019,1,2,0,0,1,1,2,1,42,192014,5,0,0,24,0
15020,2,1,1,0,1,0,1,2,48,192755,13,0,0,55,1
15021,2,1,0,0,1,2,2,0,59,220896,15,27828,0,60,1
15022,1,3,0,0,0,0,2,2,22,189832,10,0,0,25,0
15023,1,2,2,0,0,0,2,1,38,235638,9,0,0,40,0
15024,1,2,2,0,0,0,2,1,39,134367,9,0,0,43,0
15025,2,1,1,1,0,1,1,1,41,171231,10,0,0,40,0
15026,0,3,0,0,0,1,3,1,19,253529,8,0,0,9,0
15027,2,0,1,1,0,2,2,0,47,210557,9,0,0,40,0
15028,1,1,1,1,0,1,2,1,47,362835,10,0,0,40,1
15029,1,1,2,1,0,1,2,0,55,186479,9,0,0,40,0
15030,2,0,0,0,0,1,3,2,37,115360,14,0,0,40,0
15031,1,3,0,0,0,2,2,0,29,184806,12,0,0,20,0
15032,1,0,1,1,1,2,2,0,34,450141,13,15024,0,35,1
15033,1,1,1,2,0,1,2,0,41,200479,9,0,0,40,0
15034,0,1,1,1,0,2,3,0,34,152493,9,0,0,60,0
15035,0,2,1,1,1,1,1,1,29,135791,13,15024,0,50,1
15036,1,0,1,2,0,2,2,0,37,50096,11,0,0,30,0
15037,1,1,0,0,0,3,2,1,55,173832,14,10520,0,40,1
15038,0,1,2,1,0,1,2,1,52,224198,9,0,0,45,0
15039,1,1,0,2,0,1,2,1,57,111553,5,0,0,50,0
15040,1,1,1,1,1,1,2,0,67,191380,13,0,0,40,1
15041,1,3,0,0,0,1,2,1,20,34242,10,0,0,20,0
15042,1,1,0,1,1,2,2,0,58,100054,13,0,1902,70,1
15043,0,1,2,0,0,1,3,1,62,110103,9,0,0,40,0
15044,1,1,1,1,1,1,2,0,40,196626,9,0,0,45,1
15045,2,1,0,1,0,1,2,1,66,194480,7,0,2377,2,1
15046,0,3,0,0,1,0,2,2,26,190040,13,0,0,40,0
15047,1,1,0,1,0,2,2,1,42,152629,10,0,0,45,1
15048,1,2,1,1,0,1,2,0,18,263162,9,0,0,40,0
15049,0,1,1,1,0,2,2,1,34,205581,9,0,0,40,0
15050,1,1,2,1,0,1,2,0,50,155434,9,0,0,40,1
15051,1,1,2,1,0,1,1,1,30,415922,9,0,0,32,0
15052,1,1,1,0,0,1,2,2,42,221581,9,0,0,40,0
15053,1,1,0,0,0,1,3,2,37,135089,10,0,0,56,0
15054,1,1,1,1,0,3,1,0,47,117774,9,0,0,40,0
15055,1,1,0,0,1,1,2,2,46,206707,10,0,0,40,0
15056,2,3,0,0,0,1,1,1,30,315640,14,0,0,45,1
15057,1,1,2,1,0,1,2,0,52,210736,9,7298,0,50,1
15058,1,3,1,0,0,1,2,0,23,456665,9,0,0,40,0
15059,1,0,1,0,0,3,2,1,35,133935,10,0,0,40,0
15060,1,2,0,0,1,0,2,2,44,106982,13,0,0,70,0
15061,1,1,1,1,0,1,2,1,35,126569,14,0,0,40,0
15062,2,1,1,0,0,1,2,1,31,209954,10,0,0,40,0
15063,2,0,1,0,0,1,2,2,50,46401,10,0,0,40,0
15064,1,1,1,1,0,2,2,0,29,410216,9,0,0,40,0
15065,0,1,2,0,0,2,3,0,39,410509,9,0,0,40,0
15066,1,1,0,1,1,2,2,0,22,382199,13,0,0,40,0
15067,1,1,2,1,0,1,2,0,33,84130,9,0,0,40,0
15068,1,1,0,0,0,3,2,1,42,243380,14,0,0,50,0
15069,1,1,0,1,1,1,2,1,31,329635,13,0,0,50,1
15070,1,3,0,0,0,0,2,2,20,265434,10,0,0,10,0
15071,1,1,2,1,0,1,2,0,23,241752,9,0,0,40,0
15072,0,1,2,1,0,1,2,1,33,172579,9,0,0,40,0
15073,1,1,1,0,0,1,2,2,48,121179,10,0,0,52,0
15074,1,2,2,1,0,1,0,1,46,76131,3,0,0,40,1
15075,0,1,0,1,1,2,1,2,57,138777,13,0,0,45,1
15076,2,1,0,0,0,0,2,3,44,195212,14,0,0,52,0
15077,0,3,0,1,0,1,2,1,20,315135,10,0,0,15,0
15078,1,1,1,1,0,2,2,0,44,248406,12,0,0,40,1
15079,1,1,1,1,1,1,2,0,51,283314,13,15024,0,40,1
15080,1,1,1,1,0,1,2,1,29,231601,7,0,0,60,0
15081,1,0,0,2,0,2,2,1,71,126807,14,0,1411,70,0
15082,0,1,0,1,0,1,2,3,31,198513,10,0,0,40,0
15083,2,1,1,1,1,1,1,0,37,162651,9,0,0,40,0
15084,1,2,1,0,0,0,2,2,90,197613,9,0,0,40,1
15085,1,1,0,1,1,2,2,0,49,184098,13,0,0,50,1
15086,1,1,0,1,0,1,2,2,46,187505,14,0,0,40,0
15087,2,3,0,0,0,1,2,0,53,174655,4,0,0,40,0
15088,1,3,0,0,0,1,3,0,17,161123,8,0,0,32,0
15089,1,3,0,2,0,1,1,0,43,390369,2,0,0,70,0
15090,2,0,1,0,0,2,2,1,35,354520,9,0,0,40,0
15091,0,4,1,0,0,1,1,1,25,364631,9,0,0,40,0
15092,1,2,0,0,1,1,2,1,35,323120,12,0,0,44,1
15093,2,0,1,1,0,1,2,1,58,32367,10,0,0,40,0
15094,1,2,1,0,1,1,2,0,88,30102,13,0,1816,50,0
15095,1,1,1,1,1,1,2,0,51,229259,13,0,0,45,1
15096,1,2,0,0,0,0,2,3,31,274818,10,0,0,40,0
15097,3,0,0,1,1,1,2,0,40,248476,15,0,0,50,1
15098,0,2,0,1,0,2,0,3,38,98080,10,0,0,40,0
15099,1,1,0,1,1,2,2,0,44,56651,12,0,0,42,0
15100,0,3,0,0,0,1,2,2,43,216411,2,0,0,30,0
15101,2,1,0,1,1,1,2,0,31,226443,15,0,1977,70,1
15102,0,3,0,0,0,0,2,3,21,119039,10,0,0,18,0
15103,0,3,0,0,1,0,2,2,25,136277,13,0,0,40,0
15104,1,1,0,1,0,2,2,1,52,149508,10,0,0,40,1
15105,1,1,1,1,0,2,2,0,53,449376,9,0,0,40,1
15106,0,3,1,0,0,1,2,1,18,143450,10,0,0,20,0
15107,1,3,1,0,0,1,2,0,41,227065,9,0,0,40,0
15108,1,1,2,1,0,1,2,0,26,175801,9,0,0,40,0
15109,2,1,1,0,0,0,3,1,29,260346,9,0,0,25,0
15110,1,2,1,1,0,1,2,0,37,54159,9,0,0,45,0
15111,0,3,0,0,1,0,2,2,24,143246,10,2597,0,45,0
15112,0,1,0,0,0,1,3,3,32,115854,10,0,0,41,0
15113,1,1,1,1,0,1,2,1,35,138441,9,0,0,40,0
15114,1,2,0,0,0,2,2,1,23,149704,6,0,0,40,0
15115,1,1,1,1,0,1,2,1,38,22245,10,0,0,40,1
15116,1,1,0,1,1,1,2,1,27,104017,13,0,1628,50,0
15117,1,1,1,1,0,1,2,1,46,165468,10,0,0,50,1
15118,0,3,1,0,0,1,2,1,22,181557,10,0,0,35,0
15119,1,1,1,1,0,1,2,1,38,220694,10,0,0,80,1
15120,0,3,1,1,0,0,2,1,27,190330,11,0,0,40,0
15121,2,1,0,0,1,1,2,1,45,109209,13,0,0,45,0
15122,1,1,1,1,1,1,2,0,32,187815,13,0,0,45,1
15123,2,0,2,1,0,1,2,0,38,236648,9,0,0,40,0
15124,0,3,1,0,0,2,2,0,21,53306,9,0,0,40,0
15125,2,1,1,1,0,1,2,0,33,418645,9,0,0,50,0
15126,0,4,1,0,0,1,1,1,27,217530,9,0,0,45,0
15127,1,2,0,0,0,0,2,3,19,135066,10,0,0,20,0
15128,1,2,2,0,0,1,2,0,20,38455,9,0,0,10,0
15129,1,0,1,2,0,2,2,0,37,53553,9,0,0,75,0
15130,1,2,1,0,0,1,2,1,18,117857,7,0,0,40,0
15131,2,0,0,1,1,2,2,0,72,379376,15,0,0,35,0
15132,1,2,1,0,0,0,2,2,31,191932,14,0,2258,40,0
15133,1,1,1,1,1,1,2,0,33,234067,9,0,0,40,1
15134,1,1,2,1,0,1,2,0,47,348886,9,0,0,40,1
15135,1,1,0,0,1,1,2,2,46,142490,10,0,0,40,0
15136,2,1,0,1,1,1,2,0,42,155190,13,2580,0,8,0
15137,0,3,1,0,0,1,2,1,22,176178,9,0,0,36,0
15138,1,1,0,1,0,2,2,1,53,149220,14,0,0,40,0
15139,2,0,1,1,0,1,2,1,59,188047,9,0,0,40,0
15140,2,2,0,1,0,1,2,0,36,258102,11,0,0,40,0
15141,2,1,0,1,1,1,2,0,34,185216,13,0,0,40,1
15142,1,2,0,0,0,3,2,0,61,219701,8,0,0,37,0
15143,0,1,1,0,0,0,4,2,40,235523,9,0,0,40,0
15144,1,1,0,1,0,3,2,0,35,100375,12,0,1887,45,1
15145,1,1,1,1,0,1,2,1,41,24273,9,0,0,40,0
15146,2,2,0,0,1,0,2,1,23,224115,13,0,0,30,0
15147,1,1,1,1,0,1,2,1,41,187795,10,0,1977,60,1
15148,0,3,2,0,0,1,2,0,26,161007,9,0,0,40,0
15149,0,2,0,0,1,1,3,1,27,262723,10,0,0,40,0
15150,1,0,1,1,1,2,2,0,41,33474,13,0,0,55,1
15151,1,1,0,0,1,1,3,1,43,167151,13,0,0,60,0
15152,2,1,0,0,1,1,2,1,38,222532,15,0,0,45,0
15153,2,1,0,1,1,1,2,0,47,48195,13,0,0,72,0
15154,1,2,0,0,1,1,2,1,23,89089,13,0,0,30,0
15155,2,2,0,0,1,0,2,1,35,179151,13,0,0,20,0
15156,1,0,1,1,0,3,2,0,42,192589,12,0,0,70,0
15157,0,3,2,0,0,0,2,1,24,236149,9,0,0,50,0
15158,1,1,1,1,1,1,2,0,58,110820,13,0,0,50,1
15159,1,1,1,2,0,2,0,1,22,113464,9,0,0,40,0
15160,1,0,1,2,0,2,2,0,38,248929,9,0,0,50,0
15161,1,1,1,1,0,1,3,0,41,257758,8,0,0,40,1
15162,2,1,1,0,0,2,2,0,46,198660,9,0,0,40,0
15163,2,2,0,0,1,0,2,1,22,195532,13,0,0,20,0
15164,0,3,1,0,0,1,2,1,17,208046,9,0,0,16,0
15165,2,0,1,0,0,2,3,0,31,72744,9,0,0,30,0
15166,3,2,0,0,0,1,2,0,73,65072,6,0,0,12,0
15167,1,3,0,0,1,1,2,0,27,313479,13,0,0,50,0
15168,1,1,1,0,0,2,2,1,57,262681,10,0,0,60,0
15169,3,0,0,1,1,1,2,0,54,305319,13,0,0,70,0
15170,0,2,1,0,1,1,2,1,40,158958,9,0,0,40,0
15171,0,2,0,2,0,2,2,0,23,47039,11,0,0,40,0
15172,2,1,0,1,1,1,2,0,36,150057,13,0,0,50,1
15173,2,0,0,0,0,3,2,1,54,55861,12,0,0,39,0
15174,2,0,1,1,1,1,2,0,32,225053,13,99999,0,60,1
15175,1,0,0,1,0,3,2,1,44,136986,10,0,0,25,0
15176,2,2,0,0,0,1,2,1,36,342480,7,0,0,40,0
15177,2,2,0,0,0,0,2,2,30,335124,10,0,0,36,0
15178,1,0,1,2,0,2,2,0,39,29874,9,0,0,54,0
15179,0,1,0,0,0,2,3,2,36,191146,10,0,0,38,0
15180,1,1,0,1,0,2,2,1,65,154164,12,20051,0,20,1
15181,2,1,0,1,1,1,2,0,43,287008,13,0,0,40,0
15182,1,1,2,1,0,1,2,0,36,397877,9,5013,0,30,0
15183,0,1,1,1,0,1,2,2,40,108765,9,0,0,40,0
15184,2,2,0,0,0,0,2,2,23,215251,10,0,0,55,0
15185,2,1,1,0,0,1,2,1,67,132586,9,0,0,15,0
15186,2,1,0,1,0,1,2,1,48,328610,14,0,0,50,1
15187,1,1,1,2,0,1,2,0,59,264048,9,0,0,35,1
15188,2,1,1,0,0,2,2,0,74,98867,3,0,0,32,0
15189,0,3,1,0,0,0,2,2,36,166289,9,0,0,40,0
15190,1,2,1,0,1,1,2,0,19,186328,9,0,0,40,0
15191,2,1,1,0,0,0,3,1,24,59948,9,0,0,40,0
15192,1,1,1,0,0,1,3,1,41,231793,9,0,0,40,0
15193,3,1,0,1,0,1,2,0,43,487770,6,0,0,40,0
15194,1,1,2,1,0,1,2,0,27,167536,9,0,0,40,0
15195,1,1,1,2,0,1,2,0,48,250736,9,0,0,99,0
15196,2,3,0,0,0,1,2,0,18,197057,6,0,0,40,0
15197,1,1,1,1,0,2,2,0,23,448026,11,0,0,45,0
15198,1,1,1,1,0,2,2,0,56,217775,9,0,0,50,1
15199,2,2,1,0,0,0,2,1,22,154394,9,0,0,40,0
15200,1,1,1,0,0,2,2,1,61,244933,9,0,0,38,0
15201,0,3,1,0,0,1,2,1,22,155362,9,0,0,35,0
15202,1,1,1,1,0,1,2,1,48,187563,14,0,0,54,1
15203,1,1,0,0,0,1,3,2,61,108398,7,0,0,9,0
15204,2,2,0,1,1,2,0,0,30,69235,15,0,0,40,0
15205,1,1,0,1,0,2,2,1,72,174032,10,0,0,40,0
15206,2,0,0,1,0,2,2,1,31,174957,10,0,0,50,0
15207,1,0,1,2,0,2,2,0,71,31781,9,0,1510,35,0
15208,1,1,0,1,2,1,2,0,49,278322,13,0,0,40,1
15209,1,1,1,1,0,2,2,0,49,144514,9,0,1887,45,1
15210,1,1,0,1,0,2,2,1,41,255824,10,0,0,45,0
15211,1,1,2,1,0,1,2,0,29,443858,9,0,0,40,0
15212,0,3,0,0,0,0,2,3,19,114066,10,0,0,26,0
15213,1,1,1,2,0,1,2,0,30,103860,11,0,0,40,0
15214,1,1,0,0,1,2,2,1,40,132839,10,0,0,40,0
15215,2,0,1,1,0,1,2,1,51,290688,14,0,0,50,1
15216,2,2,1,0,0,1,2,0,45,187439,9,0,0,2,0
15217,0,2,2,0,0,1,3,0,22,170302,9,0,1974,45,0
15218,2,1,1,1,0,1,2,0,49,74984,6,0,0,40,0
15219,2,3,0,0,0,0,2,1,17,94774,6,0,0,10,0
15220,1,1,1,1,0,2,2,0,46,72896,12,0,0,45,0
15221,2,0,1,1,0,2,2,0,55,197749,9,0,1573,44,0
15222,1,2,0,1,0,2,2,0,28,182509,11,0,0,40,0
15223,3,0,0,1,1,1,2,0,39,233117,15,0,0,40,1
15224,1,1,2,1,0,1,2,0,36,102729,9,0,0,40,0
15225,1,1,2,1,0,1,2,0,36,172706,9,0,0,40,0
15226,2,1,1,0,0,0,2,2,23,295254,9,0,0,40,0
15227,0,2,1,0,0,2,3,0,38,101426,9,0,0,40,0
15228,2,1,0,0,0,1,3,1,75,185603,6,0,0,32,0
15229,1,1,1,1,1,1,2,0,53,289620,15,0,0,45,1
15230,1,2,1,0,0,0,2,2,39,179137,9,0,0,40,0
15231,1,3,0,0,0,0,2,2,19,222199,10,0,0,10,0
15232,2,1,0,1,1,1,2,0,39,320305,13,0,0,60,0
15233,2,1,1,1,0,1,2,0,23,111340,9,0,1573,40,0
15234,1,1,0,1,1,1,1,2,31,86150,13,5178,0,40,1
15235,0,1,1,0,0,2,3,1,60,124648,9,0,0,38,0
15236,1,1,1,1,0,1,2,1,30,175761,7,2580,0,40,0
15237,1,1,1,1,0,1,2,1,23,148948,7,0,0,40,0
15238,1,2,0,0,0,0,2,3,42,230355,10,0,0,40,0
15239,2,0,0,1,0,2,2,1,55,277203,10,0,0,40,0
15240,2,0,1,0,0,2,1,2,77,176690,5,0,0,40,0
15241,3,0,2,1,0,1,1,0,64,119182,9,0,0,40,0
15242,1,1,0,1,0,2,2,1,35,181353,10,0,0,50,0
15243,1,3,1,0,0,1,2,0,19,311293,9,0,0,25,0
15244,1,3,0,0,0,1,3,0,17,132962,8,0,0,30,0
15245,0,1,0,0,0,1,4,2,45,155478,10,0,0,40,0
15246,1,1,0,1,0,1,3,1,38,46706,14,0,0,20,0
15247,1,1,0,1,0,1,2,2,59,142326,11,0,0,40,0
15248,0,3,1,0,1,1,2,0,21,220454,9,0,0,40,0
15249,1,1,2,1,0,1,2,0,45,105779,9,0,0,30,0
15250,3,2,0,1,0,1,1,0,23,362623,6,0,1573,30,0
15251,1,1,2,1,0,1,2,0,37,115806,9,0,0,60,0
15252,0,3,0,0,0,2,2,1,29,351324,12,0,0,32,0
15253,1,2,1,0,0,1,2,1,29,131712,7,0,0,40,0
15254,1,3,1,0,0,0,2,1,19,181118,9,0,0,20,0
15255,1,3,1,0,0,1,2,0,19,214087,9,0,0,40,0
15256,0,3,1,0,0,0,2,2,27,181291,9,0,0,35,0
15257,2,1,1,1,0,1,2,0,44,146908,9,0,0,40,0
15258,1,1,2,0,0,1,2,1,50,262777,14,0,0,45,0
15259,1,1,1,1,0,1,2,1,53,394765,14,0,0,40,0
15260,2,1,0,0,1,2,2,0,41,207335,13,0,0,45,1
15261,1,2,1,0,0,1,2,1,23,133712,9,0,0,45,0
15262,3,1,0,0,0,0,2,2,24,105479,14,0,0,40,0
15263,2,1,0,1,1,1,2,0,31,140092,13,0,0,40,1
15264,2,3,0,0,1,0,1,1,37,53232,15,0,0,55,1
15265,2,1,0,1,0,2,2,0,57,178154,6,0,0,40,0
15266,0,2,0,0,1,0,3,2,25,202203,13,0,0,60,0
